0 1
0.014325904474969037	 0.8796007672601363
0.026998131302879175	 0.8624683853172108
0.05360980764149045	 0.771095681621609
0.10049704690475794	 0.6587833999957651
0.19934041616245698	 0.5236279424460207
0.299451008102947	 0.44938762069334415
0.399561600043437	 0.392279680883593
0.4996721919839271	 0.3465933290357921
0.5997827839244171	 0.3085213691626246
0.7987367451226062	 0.21905226346068118
0.8988473370630963	 0.14671553970166307
0	 0.9989165381090891
0.7001196160590966	 0.26765343458026125
0.9458206308787547	 0.08933029591255093
0.9734274864764692	 0.039565699075050365
1	 0
