#Y	Nu (Hot wall)	Nu (Cold wall)
0.02	136.0	21.0
0.0493	122.0	33.0
0.1	95.0	42.0
0.2	84.0	44.0
0.3	72.0	47.0
0.4	65.0	50.0
0.5	58.0	60.0
0.6	52.0	62.0
0.7	47.0	69.0
0.8	40.0	80.0
0.9	36.0	87.0
0.9493	28.0	122.0
0.9867	17.0	138.0
